"Time (s) Run #2";"Angle (rad) Run #2";"Position (m) Run #2";"Magnetic Field Strength (100X) (T) Run #2"
65,700;-0,451;-0,0126;3,7E-5
65,800;-0,517;-0,0144;3,7E-5
65,900;-0,580;-0,0161;3,7E-5
66,000;-0,635;-0,0177;3,7E-5
66,100;-0,682;-0,0190;3,7E-5
66,200;-0,738;-0,0206;3,7E-5
66,300;-0,796;-0,0222;3,6E-5
66,400;-0,858;-0,0239;3,6E-5
66,500;-0,914;-0,0255;3,6E-5
66,600;-0,964;-0,0269;3,6E-5
66,700;-1,021;-0,0284;3,6E-5
66,800;-1,073;-0,0299;3,6E-5
66,900;-1,120;-0,0312;3,6E-5
67,000;-1,175;-0,0327;3,5E-5
67,100;-1,238;-0,0345;3,5E-5
67,200;-1,294;-0,0361;3,5E-5
67,300;-1,346;-0,0375;3,4E-5
67,400;-1,363;-0,0380;3,4E-5
67,500;-1,363;-0,0380;3,4E-5
67,600;-1,363;-0,0380;3,4E-5
67,700;-1,362;-0,0379;3,4E-5
67,800;-1,362;-0,0379;3,4E-5
67,900;-1,362;-0,0379;3,4E-5
68,000;-1,363;-0,0380;3,4E-5
68,100;-1,381;-0,0385;3,4E-5
68,200;-1,414;-0,0394;3,4E-5
68,300;-1,495;-0,0417;3,3E-5
68,400;-1,624;-0,0452;3,2E-5
68,500;-1,770;-0,0493;3,1E-5
68,600;-1,902;-0,0530;3,0E-5
68,700;-2,020;-0,0563;2,9E-5
68,800;-2,113;-0,0588;2,8E-5
68,900;-2,191;-0,0610;2,7E-5
69,000;-2,257;-0,0629;2,6E-5
69,100;-2,331;-0,0649;2,5E-5
69,200;-2,400;-0,0669;2,5E-5
69,300;-2,460;-0,0685;2,4E-5
69,400;-2,510;-0,0699;2,3E-5
69,500;-2,540;-0,0707;2,3E-5
69,600;-2,564;-0,0714;2,3E-5
69,700;-2,590;-0,0721;2,2E-5
69,800;-2,620;-0,0730;2,2E-5
69,900;-2,655;-0,0739;2,2E-5
70,000;-2,695;-0,0751;2,1E-5
70,100;-2,741;-0,0763;2,1E-5
70,200;-2,793;-0,0778;2,0E-5
70,300;-2,842;-0,0791;2,0E-5
70,400;-2,878;-0,0802;1,9E-5
70,500;-2,881;-0,0802;1,9E-5
70,600;-2,879;-0,0802;1,9E-5
70,700;-2,878;-0,0802;1,9E-5
70,800;-2,878;-0,0802;1,9E-5
70,900;-2,878;-0,0802;1,9E-5
71,000;-2,878;-0,0802;1,9E-5
71,100;-2,878;-0,0802;1,9E-5
71,200;-2,878;-0,0802;1,9E-5
71,300;-2,878;-0,0802;1,9E-5
71,400;-2,878;-0,0802;1,9E-5
71,500;-2,878;-0,0802;1,9E-5
71,600;-2,878;-0,0802;1,9E-5
71,700;-2,878;-0,0802;1,9E-5
71,800;-2,878;-0,0802;1,9E-5
71,900;-2,878;-0,0802;1,9E-5
72,000;-2,878;-0,0802;1,9E-5
72,100;-2,878;-0,0802;1,9E-5
72,200;-2,878;-0,0802;1,9E-5
72,300;-2,878;-0,0802;1,9E-5
72,400;-2,878;-0,0802;1,9E-5
72,500;-2,878;-0,0802;1,9E-5
72,600;-2,878;-0,0802;1,9E-5
72,700;-2,878;-0,0802;1,9E-5
72,800;-2,878;-0,0802;1,9E-5
72,900;-2,878;-0,0802;1,9E-5
73,000;-2,878;-0,0802;1,9E-5
73,100;-2,878;-0,0802;1,9E-5
73,200;-2,879;-0,0802;1,9E-5
73,300;-2,879;-0,0802;1,9E-5
73,400;-2,881;-0,0802;1,9E-5
73,500;-2,881;-0,0802;1,9E-5
73,600;-2,881;-0,0802;1,9E-5
73,700;-2,881;-0,0802;1,9E-5
73,800;-2,882;-0,0803;1,9E-5
73,900;-2,882;-0,0803;1,9E-5
74,000;-2,882;-0,0803;1,9E-5
74,100;-2,882;-0,0803;1,9E-5
74,200;-2,892;-0,0805;1,9E-5
74,300;-2,911;-0,0811;1,9E-5
74,400;-2,937;-0,0818;1,9E-5
74,500;-2,967;-0,0826;1,8E-5
74,600;-3,005;-0,0837;1,8E-5
74,700;-3,043;-0,0847;1,8E-5
74,800;-3,079;-0,0858;1,7E-5
74,900;-3,127;-0,0871;1,7E-5
75,000;-3,189;-0,0888;1,6E-5
75,100;-3,258;-0,0907;1,6E-5
75,200;-3,340;-0,0930;1,5E-5
75,300;-3,421;-0,0953;1,4E-5
75,400;-3,504;-0,0976;1,4E-5
75,500;-3,572;-0,0995;1,3E-5
75,600;-3,619;-0,1008;1,3E-5
75,700;-3,665;-0,1021;1,2E-5
75,800;-3,721;-0,1036;1,2E-5
75,900;-3,782;-0,1054;1,2E-5
76,000;-3,850;-0,1072;1,1E-5
76,100;-3,932;-0,1095;1,1E-5
76,200;-4,031;-0,1123;9,9E-6
76,300;-4,139;-0,1153;9,4E-6
76,400;-4,252;-0,1184;8,8E-6
76,500;-4,362;-0,1215;8,2E-6
76,600;-4,463;-0,1243;7,8E-6
76,700;-4,557;-0,1269;7,4E-6
76,800;-4,645;-0,1294;7,0E-6
76,900;-4,731;-0,1318;6,7E-6
77,000;-4,822;-0,1343;6,4E-6
77,100;-4,931;-0,1373;6,0E-6
77,200;-5,053;-0,1407;5,6E-6
77,300;-5,184;-0,1444;5,3E-6
77,400;-5,309;-0,1479;4,9E-6
77,500;-5,422;-0,1510;4,6E-6
77,600;-5,518;-0,1537;4,4E-6
77,700;-5,590;-0,1557;4,3E-6
77,800;-5,642;-0,1572;4,2E-6
77,900;-5,683;-0,1583;4,1E-6
78,000;-5,726;-0,1595;4,1E-6
78,100;-5,771;-0,1607;4,0E-6
78,200;-5,817;-0,1620;3,9E-6
78,300;-5,856;-0,1631;3,8E-6
78,400;-5,897;-0,1642;3,7E-6
78,500;-5,938;-0,1654;3,7E-6
78,600;-5,980;-0,1666;3,5E-6
78,700;-6,021;-0,1677;3,5E-6
78,800;-6,059;-0,1687;3,3E-6
78,900;-6,093;-0,1697;3,3E-6
79,000;-6,123;-0,1705;3,3E-6
79,100;-6,154;-0,1714;3,2E-6
79,200;-6,191;-0,1724;3,2E-6
79,300;-6,230;-0,1735;3,1E-6
79,400;-6,272;-0,1747;3,0E-6
79,500;-6,322;-0,1761;2,9E-6
79,600;-6,376;-0,1776;2,9E-6
79,700;-6,426;-0,1790;2,8E-6
79,800;-6,469;-0,1802;2,8E-6
79,900;-6,511;-0,1813;2,7E-6
80,000;-6,544;-0,1823;2,7E-6
80,100;-6,575;-0,1831;2,7E-6
80,200;-6,600;-0,1838;2,7E-6
80,300;-6,624;-0,1845;2,6E-6
80,400;-6,654;-0,1853;2,6E-6
80,500;-6,692;-0,1864;2,5E-6
80,600;-6,737;-0,1876;2,5E-6
80,700;-6,776;-0,1887;2,4E-6
80,800;-6,816;-0,1898;2,4E-6
80,900;-6,860;-0,1911;2,3E-6
81,000;-6,912;-0,1925;2,2E-6
81,100;-6,966;-0,1940;2,2E-6
81,200;-7,026;-0,1957;2,1E-6
81,300;-7,083;-0,1973;2,1E-6
81,400;-7,136;-0,1988;2,0E-6
81,500;-7,188;-0,2002;1,9E-6
81,600;-7,230;-0,2014;2,0E-6
81,700;-7,243;-0,2017;1,9E-6
81,800;-7,241;-0,2017;2,0E-6
81,900;-7,238;-0,2016;2,0E-6
82,000;-7,237;-0,2016;2,0E-6
82,100;-7,241;-0,2017;2,0E-6
82,200;-7,241;-0,2017;2,0E-6
82,300;-7,241;-0,2017;2,0E-6
82,400;-7,241;-0,2017;2,0E-6
82,500;-7,241;-0,2017;2,0E-6
82,600;-7,241;-0,2017;2,0E-6
82,700;-7,241;-0,2017;2,0E-6
82,800;-7,241;-0,2017;2,0E-6
82,900;-7,241;-0,2017;2,0E-6
83,000;-7,241;-0,2017;2,0E-6
83,100;-7,241;-0,2017;2,0E-6
83,200;-7,241;-0,2017;2,0E-6
83,300;-7,241;-0,2017;2,1E-6
83,400;-7,241;-0,2017;2,0E-6
83,500;-7,241;-0,2017;2,1E-6
83,600;-7,241;-0,2017;2,0E-6
83,700;-7,241;-0,2017;2,1E-6
83,800;-7,241;-0,2017;2,1E-6
83,900;-7,241;-0,2017;2,0E-6
84,000;-7,241;-0,2017;2,0E-6
84,100;-7,241;-0,2017;2,0E-6
84,200;-7,241;-0,2017;2,0E-6
84,300;-7,241;-0,2017;2,0E-6
84,400;-7,241;-0,2017;2,0E-6
84,500;-7,241;-0,2017;2,0E-6
84,600;-7,241;-0,2017;2,0E-6
84,700;-7,241;-0,2017;1,9E-6
84,800;-7,241;-0,2017;2,0E-6
84,900;-7,241;-0,2017;2,0E-6
85,000;-7,241;-0,2017;2,0E-6
85,100;-7,241;-0,2017;1,9E-6
85,200;-7,241;-0,2017;1,9E-6
85,300;-7,241;-0,2017;2,0E-6
85,400;-7,241;-0,2017;1,9E-6
85,500;-7,241;-0,2017;1,9E-6
85,600;-7,241;-0,2017;1,9E-6
85,700;-7,241;-0,2017;1,9E-6
85,800;-7,241;-0,2017;1,9E-6
85,900;-7,241;-0,2017;2,0E-6
86,000;-7,241;-0,2017;2,0E-6
86,100;-7,241;-0,2017;2,0E-6
86,200;-7,241;-0,2017;2,0E-6
86,300;-7,241;-0,2017;1,9E-6
86,400;-7,241;-0,2017;1,9E-6
86,500;-7,241;-0,2017;1,9E-6
86,600;-7,241;-0,2017;2,0E-6
86,700;-7,241;-0,2017;1,9E-6
86,800;-7,241;-0,2017;1,9E-6
86,900;-7,241;-0,2017;2,0E-6
87,000;-7,241;-0,2017;
